human_rights_un_oc_am_64kb_0001	Declaracioun universalo di dre de l'ome
human_rights_un_oc_am_64kb_0071	Aquesto voulounta se dèu espremi depèr d'eleicioun ounèsto que saran estigançado à cadènço reglado, au sufrage universau emé buletin secret, o d'un biais equivalènt que posque assegura la liberta dóu vote.
human_rights_un_oc_am_64kb_0072	Article 22
human_rights_un_oc_am_64kb_0073	Touto persouno, en fasènt partido de lasoucieta, a dre d'uno prouteicioun soucialo e de coumpli si dre ecounoumi,souciau e culturau;
human_rights_un_oc_am_64kb_0074	e acò bonadi lis esperfors naciounau e l'entre-ajudointernaciounalo, segound l'ourganisacioun e li mejan de chasque païs, que ladigneta e lou desvouloupa libre de la persounalita podon pas faire sènso.
human_rights_un_oc_am_64kb_0075	Article 23
human_rights_un_oc_am_64kb_0076	Cadun a lou dre de travaia, de chausi libre soun mestié, dins de coundicioun equitablo d'obro e de prouteicioun contro lou chaumage.
human_rights_un_oc_am_64kb_0077	Tóuti an dre en uno memo pago pèr uno memo obro, sènso ges de destriamen.
human_rights_un_oc_am_64kb_0078	Un que travaio a dre en uno pago justo e counvenènto, que sara coumpletado se ié fai besoun pèr tóuti lis àutri mejan de prouteicioun soucialo.
human_rights_un_oc_am_64kb_0079	Dins tout acò, dèu pousqué viéure de-segur dignamen emé sa famiho.
human_rights_un_oc_am_64kb_0080	Touto persouno a lou dre de founda emé d'autro de sendicat e d'èstre sòci d'un sendicat pèr defèndre sis interès.
human_rights_un_oc_am_64kb_0081	Article 24
human_rights_un_oc_am_64kb_0082	Cadun a dre de se pausa e de s'espaça.
human_rights_un_oc_am_64kb_0083	A dreà uno tanco resounablo de la journado de travai, à de counget regulié e paga.
human_rights_un_oc_am_64kb_0084	Article 25
human_rights_un_oc_am_64kb_0085	Tóuti an dre à un nivèu de vido que i'assegure la santa e lou bèn-èstre emai à sa famiho, mai que mai pèr lou manja, lou vèsti, l'oustau, li siuen de santa e pèr tóuti li service souciau necite.
human_rights_un_oc_am_64kb_0086	Pèr escasènço que un posque pas mai se gagna sa vido sènso l'avé vougu, pèr eisèmple se vèn vièi, malaut, endeca o chaumaire, a dre à la segureta.
human_rights_un_oc_am_64kb_0087	Li femo embarrassado, li maire e li pichot an dre à uno ajudo particuliero.
human_rights_un_oc_am_64kb_0088	Siegon pas si gènt marida, e lou fuguèsson pas quouro lou nistoun es nascu, tóuti li pichot proufichon pamens la memo prouteicioun soucialo.
human_rights_un_oc_am_64kb_0089	Article 26
human_rights_un_oc_am_64kb_0090	Touto persouno a lou dre d'èstre educado.
human_rights_un_oc_am_64kb_0091	L'educacioun dèu èstre à-gràtis, lou plus pau pèr ço que pretoco l'ensignamen elementàri e foundamentau.
human_rights_un_oc_am_64kb_0092	L'ensignamen elementàri es óubligatòri.
human_rights_un_oc_am_64kb_0093	L'ensignamen di teinico e di mestié dèu èstre d'atencho pèr tóuti.
human_rights_un_oc_am_64kb_0094	Lis estùdi superiour dèvon èstre dubert à tóuti parié à respèt de si merite.
human_rights_un_oc_am_64kb_0095	La toco de l'educacioun es que la persounalita di gènt s'espeligue, e que lou respèt degu i dre de l'ome e i liberta foundamentalo s'afourtigue.
human_rights_un_oc_am_64kb_0096	Dèu favourisa la coumprenènço, la touleranço e l'amista entre tóuti li nacioun, li group etni vo religious, emai lou crèis dis ativeta di Nacioun-Unido.
human_rights_un_oc_am_64kb_0097	pèr manteni la pas.
human_rights_un_oc_am_64kb_0098	Lou paire emai la maire an lou dre de chausi, bèu proumié, lou biais d'educacioun que volon pèr si pichot.
human_rights_un_oc_am_64kb_0099	Article 27
human_rights_un_oc_am_64kb_0100	Touto persouno a lou dre de partecipa libramen à la vido culturalo de la coumunauta, au prougrès scientifi e i bèn-fa qu'aduson.
human_rights_un_oc_am_64kb_0101	Tout lou mounde a lou dre de prouficha lou plesi coungreia pèr lis art.
human_rights_un_oc_am_64kb_0102	L'autour d'uno obro scientifico, literàri o artistico a dre à l'aparamen de sis interès mourau e financié.
human_rights_un_oc_am_64kb_0103	Article 28
human_rights_un_oc_am_64kb_0104	Touto persouno a lou dre de viéure dins unmitan souciau e internaciounau proun ourdouna, que li dre esplica dins aquestodeclaracioun d'aqui se ié poscon aplica en plen.
human_rights_un_oc_am_64kb_0105	Article 29
human_rights_un_oc_am_64kb_0106	Touto persouno a de devé à respèt de la coumunauta, qu'es en soun dintre soulet que lou desvouloupamen libre e coumplet de sa persounalita i'es poussible.
human_rights_un_oc_am_64kb_0107	Se pòu restanca li dre e li liberta de chascun soulamen dóu biais que la lèi l'a vougu pèr fin d'assegura la recouneissènço dis autre, lou respèt de si dre e liberta;
human_rights_un_oc_am_64kb_0108	e tambèn pèr fin de respeta lis eisigènci justo de la mouralo, de la tranquileta di gènt, e dóu bèn-èstre generau dins uno soucieta demoucratico.
human_rights_un_oc_am_64kb_0109	Aquésti dre e liberta poudran jamai e de ges de biais èstre emplega pèr faire de causo countràri i principe di Nacioun-Unido.
human_rights_un_oc_am_64kb_0110	Article 30
human_rights_un_oc_am_64kb_0111	Res, ni Estat ni groupamen nimai unopersouno, poudra assaja de tira d'aquesto declaracioun lou dre de fairequaucarèn pèr escracha li dre e li liberta que ié soun esplica.
